"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant"
"484",20,48,0,0,0,24,8,0,"Turf.algae"
"485",0,0,0,0,0,100,0,0,"Unconsolidated"
"486",0,0,0,0,0,100,0,0,"Unconsolidated"
"487",0,0,0,0,0,100,0,0,"Unconsolidated"
"488",0,0,0,0,0,100,0,0,"Unconsolidated"
"489",0,0,0,0,0,100,0,0,"Unconsolidated"
"490",0,0,0,0,0,100,0,0,"Unconsolidated"
"491",0,0,0,0,0,100,0,0,"Unconsolidated"
"492",0,0,0,0,0,100,0,0,"Unconsolidated"
"493",0,0,0,0,0,100,0,0,"Unconsolidated"
"494",0,0,0,0,0,100,0,0,"Unconsolidated"
"495",0,0,0,0,0,100,0,0,"Unconsolidated"
"496",0,0,0,0,0,100,0,0,"Unconsolidated"
"497",8,0,0,0,0,92,0,0,"Unconsolidated"
"498",0,0,0,0,0,100,0,0,"Unconsolidated"
"499",0,0,0,0,0,100,0,0,"Unconsolidated"
"500",0,0,0,0,0,100,0,0,"Unconsolidated"
"501",0,0,0,0,0,100,0,0,"Unconsolidated"
"502",0,0,0,0,0,100,0,0,"Unconsolidated"
"503",0,0,0,0,0,100,0,0,"Unconsolidated"
"504",0,0,0,0,0,100,0,0,"Unconsolidated"
"505",0,0,0,0,0,96,0,4,"Unconsolidated"
"506",0,0,0,0,0,100,0,0,"Unconsolidated"
"507",0,0,0,0,0,100,0,0,"Unconsolidated"
"508",0,0,0,0,0,100,0,0,"Unconsolidated"
"509",0,0,0,0,0,100,0,0,"Unconsolidated"
"510",0,0,0,0,0,100,0,0,"Unconsolidated"
"511",0,0,0,0,0,100,0,0,"Unconsolidated"
"512",0,0,0,0,0,100,0,0,"Unconsolidated"
"513",0,0,0,0,0,100,0,0,"Unconsolidated"
"514",0,0,0,0,0,100,0,0,"Unconsolidated"
"515",0,0,0,0,0,100,0,0,"Unconsolidated"
"516",0,0,0,0,0,100,0,0,"Unconsolidated"
"517",0,0,0,0,0,100,0,0,"Unconsolidated"
"518",0,0,0,0,0,100,0,0,"Unconsolidated"
"519",0,0,0,0,0,100,0,0,"Unconsolidated"
"520",0,0,0,0,0,100,0,0,"Unconsolidated"
"521",0,0,0,0,0,100,0,0,"Unconsolidated"
"522",0,0,0,0,0,100,0,0,"Unconsolidated"
"523",0,0,0,0,0,100,0,0,"Unconsolidated"
"524",0,0,0,0,0,100,0,0,"Unconsolidated"
"525",0,0,0,0,0,100,0,0,"Unconsolidated"
"526",0,0,0,0,0,100,0,0,"Unconsolidated"
"527",0,0,0,0,0,100,0,0,"Unconsolidated"
"528",0,0,0,0,0,100,0,0,"Unconsolidated"
"529",0,0,0,0,0,100,0,0,"Unconsolidated"
"530",0,0,0,0,0,100,0,0,"Unconsolidated"
"531",0,0,0,0,0,100,0,0,"Unconsolidated"
"532",0,0,0,0,0,100,0,0,"Unconsolidated"
"533",0,0,0,0,0,100,0,0,"Unconsolidated"
"534",0,8,0,0,0,92,0,0,"Unconsolidated"
"535",0,0,0,0,0,100,0,0,"Unconsolidated"
"536",0,0,0,0,0,100,0,0,"Unconsolidated"
"537",0,0,0,0,0,100,0,0,"Unconsolidated"
"538",0,0,0,0,0,96,0,4,"Unconsolidated"
"539",0,0,0,0,0,100,0,0,"Unconsolidated"
"540",0,0,0,0,0,100,0,0,"Unconsolidated"
"541",0,0,0,0,0,100,0,0,"Unconsolidated"
"542",0,0,0,0,0,96,0,4,"Unconsolidated"
"543",0,0,0,0,0,92,0,8,"Unconsolidated"
"544",0,0,0,0,0,100,0,0,"Unconsolidated"
"545",0,0,0,0,0,100,0,0,"Unconsolidated"
"546",0,0,0,0,0,100,0,0,"Unconsolidated"
"547",0,0,0,0,0,92,0,8,"Unconsolidated"
"548",0,0,0,0,0,100,0,0,"Unconsolidated"
"549",0,0,0,0,0,100,0,0,"Unconsolidated"
"550",0,0,0,0,0,100,0,0,"Unconsolidated"
"551",0,0,0,0,0,100,0,0,"Unconsolidated"
"552",0,0,0,0,0,100,0,0,"Unconsolidated"
"553",0,0,0,0,0,100,0,0,"Unconsolidated"
"554",0,0,0,0,0,100,0,0,"Unconsolidated"
"555",0,0,0,0,0,100,0,0,"Unconsolidated"
"556",0,0,0,0,0,100,0,0,"Unconsolidated"
"557",0,0,0,0,0,100,0,0,"Unconsolidated"
"558",0,0,0,0,0,100,0,0,"Unconsolidated"
"559",0,0,0,0,0,100,0,0,"Unconsolidated"
"560",0,0,0,0,0,100,0,0,"Unconsolidated"
"561",0,0,0,0,0,100,0,0,"Unconsolidated"
"562",0,0,0,0,0,96,0,4,"Unconsolidated"
"563",0,0,0,0,0,100,0,0,"Unconsolidated"
"564",0,0,0,0,0,100,0,0,"Unconsolidated"
"565",0,0,0,0,0,100,0,0,"Unconsolidated"
"566",0,0,0,0,0,100,0,0,"Unconsolidated"
"567",0,0,0,0,0,100,0,0,"Unconsolidated"
"568",0,0,0,0,0,100,0,0,"Unconsolidated"
"569",8,0,0,0,0,92,0,0,"Unconsolidated"
"570",0,0,0,0,0,100,0,0,"Unconsolidated"
"571",0,0,0,0,0,92,0,8,"Unconsolidated"
"572",0,0,0,0,0,100,0,0,"Unconsolidated"
"573",0,0,0,0,0,100,0,0,"Unconsolidated"
"574",0,0,0,0,0,100,0,0,"Unconsolidated"
"575",52,0,0,0,0,48,0,0,"total.seagrass"
"576",96,0,0,0,0,4,0,0,"total.seagrass"
"577",92,0,0,0,0,8,0,0,"total.seagrass"
"578",76,0,0,0,0,24,0,0,"total.seagrass"
"579",4,0,0,0,0,64,0,32,"Unconsolidated"
"580",0,0,0,0,0,100,0,0,"Unconsolidated"
"581",0,0,0,0,0,100,0,0,"Unconsolidated"
"582",0,0,0,0,0,100,0,0,"Unconsolidated"
"583",0,0,0,0,0,100,0,0,"Unconsolidated"
"584",0,0,0,0,0,100,0,0,"Unconsolidated"
"585",24,0,0,0,0,68,0,8,"Unconsolidated"
"586",76,0,0,0,0,24,0,0,"total.seagrass"
"587",56,0,0,0,0,44,0,0,"total.seagrass"
"588",4,0,0,0,0,96,0,0,"Unconsolidated"
"589",44,0,0,0,0,56,0,0,"Unconsolidated"
"590",60,0,0,0,0,40,0,0,"total.seagrass"
"591",56,0,0,0,0,44,0,0,"total.seagrass"
"592",28,0,0,0,0,60,0,12,"Unconsolidated"
"593",36,0,0,0,0,60,0,4,"Unconsolidated"
"594",48,0,0,0,0,52,0,0,"Unconsolidated"
"595",12,0,0,0,0,88,0,0,"Unconsolidated"
"596",84,0,0,0,0,16,0,0,"total.seagrass"
"597",60,0,0,0,0,40,0,0,"total.seagrass"
"598",20,0,0,0,0,80,0,0,"Unconsolidated"
"599",60,0,0,0,0,40,0,0,"total.seagrass"
"600",76,0,0,0,0,24,0,0,"total.seagrass"
"601",56,0,0,0,0,44,0,0,"total.seagrass"
"602",8,0,0,0,0,80,0,12,"Unconsolidated"
"603",0,0,0,0,0,100,0,0,"Unconsolidated"
"604",0,0,0,0,0,100,0,0,"Unconsolidated"
"605",0,0,0,0,0,100,0,0,"Unconsolidated"
"606",44,0,0,0,0,56,0,0,"Unconsolidated"
"607",40,0,0,0,0,60,0,0,"Unconsolidated"
"608",0,0,0,0,0,100,0,0,"Unconsolidated"
"609",0,4,0,0,0,92,0,4,"Unconsolidated"
"610",0,0,0,0,0,100,0,0,"Unconsolidated"
"611",24,0,0,0,0,68,0,0,"Unconsolidated"
"612",16,0,0,0,0,84,0,0,"Unconsolidated"
"613",4,0,0,0,0,96,0,0,"Unconsolidated"
"614",24,0,0,0,0,76,0,0,"Unconsolidated"
"615",20,4,0,0,0,76,0,0,"Unconsolidated"
"616",40,0,0,0,0,60,0,0,"Unconsolidated"
"617",44,0,0,0,0,56,0,0,"Unconsolidated"
"618",32,0,0,0,0,68,0,0,"Unconsolidated"
"619",4,0,0,0,0,96,0,0,"Unconsolidated"
"620",0,0,0,0,0,100,0,0,"Unconsolidated"
"621",0,0,0,0,0,100,0,0,"Unconsolidated"
"622",0,0,0,0,0,100,0,0,"Unconsolidated"
"623",0,4,0,0,0,96,0,0,"Unconsolidated"
"624",0,0,0,0,0,100,0,0,"Unconsolidated"
"625",48,0,0,0,0,48,0,0,"total.seagrass"
"626",100,0,0,0,0,0,0,0,"total.seagrass"
"627",96,0,0,0,0,4,0,0,"total.seagrass"
"628",56,0,0,0,0,44,0,0,"total.seagrass"
"629",44,0,0,0,0,56,0,0,"Unconsolidated"
"630",44,0,0,0,0,56,0,0,"Unconsolidated"
"631",0,0,0,0,0,100,0,0,"Unconsolidated"
"632",0,0,0,0,0,100,0,0,"Unconsolidated"
"633",0,0,0,0,0,100,0,0,"Unconsolidated"
"634",0,0,0,0,0,100,0,0,"Unconsolidated"
"635",0,0,0,0,0,100,0,0,"Unconsolidated"
"636",0,0,0,0,0,100,0,0,"Unconsolidated"
"637",0,0,0,0,0,100,0,0,"Unconsolidated"
"638",0,4,0,0,0,96,0,0,"Unconsolidated"
"639",0,0,0,0,0,100,0,0,"Unconsolidated"
"640",0,0,0,0,0,100,0,0,"Unconsolidated"
"641",0,0,0,0,0,100,0,0,"Unconsolidated"
"642",0,0,0,0,0,100,0,0,"Unconsolidated"
"643",0,0,0,0,0,100,0,0,"Unconsolidated"
"644",0,0,0,0,0,100,0,0,"Unconsolidated"
"645",0,0,0,0,0,100,0,0,"Unconsolidated"
"646",0,0,0,0,0,100,0,0,"Unconsolidated"
"647",0,0,0,0,0,100,0,0,"Unconsolidated"
"648",0,0,0,0,0,100,0,0,"Unconsolidated"
"649",0,0,0,0,0,100,0,0,"Unconsolidated"
"650",0,0,0,0,0,100,0,0,"Unconsolidated"
"651",0,0,0,0,0,100,0,0,"Unconsolidated"
"652",0,0,0,0,0,100,0,0,"Unconsolidated"
"653",0,0,0,0,0,100,0,0,"Unconsolidated"
"654",0,0,0,0,0,100,0,0,"Unconsolidated"
"655",0,0,0,0,0,100,0,0,"Unconsolidated"
"656",0,0,0,0,0,100,0,0,"Unconsolidated"
"657",0,0,0,0,0,100,0,0,"Unconsolidated"
"658",0,0,0,0,0,100,0,0,"Unconsolidated"
"659",0,0,0,0,0,100,0,0,"Unconsolidated"
"660",0,0,0,0,0,92,0,8,"Unconsolidated"
"661",0,0,0,0,0,84,0,16,"Unconsolidated"
"662",0,0,0,0,0,100,0,0,"Unconsolidated"
"663",0,0,0,0,0,100,0,0,"Unconsolidated"
"664",0,0,0,0,0,100,0,0,"Unconsolidated"
"665",0,0,0,0,0,100,0,0,"Unconsolidated"
"666",4,0,0,0,0,96,0,0,"Unconsolidated"
"667",0,0,0,0,0,96,0,4,"Unconsolidated"
"668",0,0,0,0,0,100,0,0,"Unconsolidated"
"669",0,0,0,0,0,100,0,0,"Unconsolidated"
"670",0,0,0,0,0,100,0,0,"Unconsolidated"
"671",0,0,0,0,0,100,0,0,"Unconsolidated"
"672",0,0,0,0,0,100,0,0,"Unconsolidated"
"673",0,0,0,0,0,100,0,0,"Unconsolidated"
"674",0,0,0,0,0,100,0,0,"Unconsolidated"
"675",0,0,0,0,0,100,0,0,"Unconsolidated"
"676",0,0,0,0,0,100,0,0,"Unconsolidated"
"677",0,0,0,0,0,100,0,0,"Unconsolidated"
"678",0,0,0,0,0,100,0,0,"Unconsolidated"
"679",0,0,0,0,0,100,0,0,"Unconsolidated"
"680",0,0,0,0,0,100,0,0,"Unconsolidated"
"681",0,0,0,0,0,100,0,0,"Unconsolidated"
"682",0,0,0,0,0,100,0,0,"Unconsolidated"
"683",0,0,0,0,0,100,0,0,"Unconsolidated"
"684",0,0,0,0,0,100,0,0,"Unconsolidated"
"685",0,0,0,0,0,100,0,0,"Unconsolidated"
"686",0,0,0,0,0,100,0,0,"Unconsolidated"
"687",0,0,0,0,0,100,0,0,"Unconsolidated"
"688",0,0,0,0,0,100,0,0,"Unconsolidated"
"689",0,0,0,0,0,100,0,0,"Unconsolidated"
"690",0,0,0,0,0,100,0,0,"Unconsolidated"
"691",0,0,0,0,0,100,0,0,"Unconsolidated"
"692",0,0,0,0,0,100,0,0,"Unconsolidated"
"693",0,0,0,0,0,100,0,0,"Unconsolidated"
"694",0,0,0,0,0,100,0,0,"Unconsolidated"
"695",0,0,0,0,0,100,0,0,"Unconsolidated"
"696",0,0,0,0,0,100,0,0,"Unconsolidated"
"697",0,0,0,0,0,100,0,0,"Unconsolidated"
"698",0,0,0,0,0,100,0,0,"Unconsolidated"
"699",0,0,0,0,0,100,0,0,"Unconsolidated"
"700",0,0,0,0,0,100,0,0,"Unconsolidated"
"701",0,0,0,0,0,100,0,0,"Unconsolidated"
"702",0,0,0,0,0,100,0,0,"Unconsolidated"
"703",0,0,0,0,0,100,0,0,"Unconsolidated"
"704",0,0,0,0,0,100,0,0,"Unconsolidated"
"705",0,0,0,0,0,100,0,0,"Unconsolidated"
"706",0,0,0,0,0,100,0,0,"Unconsolidated"
"707",0,0,0,0,0,100,0,0,"Unconsolidated"
"708",0,0,0,0,0,100,0,0,"Unconsolidated"
"709",0,0,0,0,0,100,0,0,"Unconsolidated"
"710",0,0,0,0,0,100,0,0,"Unconsolidated"
"711",0,0,0,0,0,100,0,0,"Unconsolidated"
"712",0,0,0,0,0,100,0,0,"Unconsolidated"
"713",0,0,0,0,0,100,0,0,"Unconsolidated"
"714",0,0,0,0,0,100,0,0,"Unconsolidated"
"715",0,0,0,0,0,100,0,0,"Unconsolidated"
"716",4,0,0,0,0,96,0,0,"Unconsolidated"
"717",52,0,0,0,0,48,0,0,"total.seagrass"
"718",60,0,0,0,0,40,0,0,"total.seagrass"
"719",60,0,0,0,0,40,0,0,"total.seagrass"
"720",16,0,0,0,0,60,0,24,"Unconsolidated"
"721",28,0,0,0,0,60,0,12,"Unconsolidated"
"722",12,16,0,0,0,44,0,28,"Unconsolidated"
"723",36,0,0,0,0,60,0,4,"Unconsolidated"
"724",32,0,0,0,0,64,0,4,"Unconsolidated"
"725",36,0,0,0,0,64,0,0,"Unconsolidated"
"726",52,0,0,0,0,44,0,4,"total.seagrass"
"727",52,0,0,0,0,48,0,0,"total.seagrass"
"728",0,0,0,0,0,100,0,0,"Unconsolidated"
"729",0,0,0,0,0,100,0,0,"Unconsolidated"
"730",0,0,0,0,0,96,0,4,"Unconsolidated"
"731",0,0,0,0,0,96,0,4,"Unconsolidated"
"732",0,0,0,0,0,92,0,8,"Unconsolidated"
"733",0,0,0,0,0,100,0,0,"Unconsolidated"
"734",0,0,0,0,0,100,0,0,"Unconsolidated"
"735",0,0,0,0,0,100,0,0,"Unconsolidated"
"736",0,0,0,0,0,100,0,0,"Unconsolidated"
"737",0,0,0,0,0,100,0,0,"Unconsolidated"
"738",0,0,0,0,0,100,0,0,"Unconsolidated"
"739",0,0,0,0,0,100,0,0,"Unconsolidated"
"740",0,0,0,0,0,100,0,0,"Unconsolidated"
"741",0,0,0,0,0,100,0,0,"Unconsolidated"
"742",12,0,0,0,0,88,0,0,"Unconsolidated"
"743",0,0,0,0,0,100,0,0,"Unconsolidated"
"744",0,0,0,0,0,100,0,0,"Unconsolidated"
"745",0,0,0,0,0,100,0,0,"Unconsolidated"
"746",0,0,0,0,0,100,0,0,"Unconsolidated"
"747",0,0,0,0,0,100,0,0,"Unconsolidated"
"748",4,0,0,0,0,96,0,0,"Unconsolidated"
"749",16,0,0,0,0,84,0,0,"Unconsolidated"
"750",8,0,0,0,0,92,0,0,"Unconsolidated"
"751",4,0,0,0,0,96,0,0,"Unconsolidated"
"752",0,0,0,0,0,100,0,0,"Unconsolidated"
"753",0,0,0,0,0,100,0,0,"Unconsolidated"
"754",8,0,0,0,0,92,0,0,"Unconsolidated"
"755",8,0,0,0,0,92,0,0,"Unconsolidated"
"756",0,0,0,0,0,100,0,0,"Unconsolidated"
"757",12,0,0,0,0,88,0,0,"Unconsolidated"
"758",0,0,0,0,0,100,0,0,"Unconsolidated"
"759",0,0,0,0,0,100,0,0,"Unconsolidated"
"760",0,0,0,0,0,100,0,0,"Unconsolidated"
"761",0,0,0,0,0,100,0,0,"Unconsolidated"
"762",4,0,0,0,0,96,0,0,"Unconsolidated"
"763",20,0,0,0,0,80,0,0,"Unconsolidated"
"764",0,0,0,0,0,96,0,4,"Unconsolidated"
"765",0,0,0,0,0,100,0,0,"Unconsolidated"
"766",0,0,0,0,0,100,0,0,"Unconsolidated"
"767",0,0,0,0,0,100,0,0,"Unconsolidated"
"768",44,0,0,0,0,56,0,0,"Unconsolidated"
"769",0,0,0,0,0,100,0,0,"Unconsolidated"
"770",20,0,0,0,0,80,0,0,"Unconsolidated"
"771",0,0,0,0,0,96,0,4,"Unconsolidated"
"772",24,0,0,0,0,64,12,0,"Unconsolidated"
"773",20,4,0,0,0,56,8,0,"Unconsolidated"
"774",4,0,0,0,0,80,8,4,"Unconsolidated"
"775",28,0,0,0,0,72,0,0,"Unconsolidated"
"776",68,4,0,0,0,28,0,0,"total.seagrass"
"777",48,8,0,0,0,28,16,0,"total.seagrass"
"778",0,44,0,0,0,20,32,4,"Turf.algae"
"779",16,20,0,0,16,20,20,8,"Turf.algae"
"780",32,0,0,0,0,60,0,8,"Unconsolidated"
"781",44,4,0,0,0,52,0,0,"Unconsolidated"
"782",16,12,0,0,0,60,8,4,"Unconsolidated"
"783",28,4,0,0,0,64,4,0,"Unconsolidated"
"784",12,16,0,0,0,68,0,4,"Unconsolidated"
"785",60,0,0,0,0,40,0,0,"total.seagrass"
"786",44,0,0,0,0,52,4,0,"Unconsolidated"
"787",36,0,0,0,0,64,0,0,"Unconsolidated"
"788",64,4,0,0,0,24,4,4,"total.seagrass"
"789",40,0,0,0,0,60,0,0,"Unconsolidated"
"790",48,4,4,0,0,44,0,0,"total.seagrass"
"791",20,20,0,0,0,60,0,0,"Unconsolidated"
"792",28,16,4,0,0,32,8,12,"Unconsolidated"
"793",24,0,0,0,0,60,0,12,"Unconsolidated"
"794",24,0,0,0,0,64,0,12,"Unconsolidated"
"795",24,8,0,0,0,60,0,8,"Unconsolidated"
"796",44,8,0,0,0,48,0,0,"Unconsolidated"
"797",56,0,0,0,0,44,0,0,"total.seagrass"
"798",20,0,0,0,0,64,0,16,"Unconsolidated"
"799",16,0,4,0,0,76,4,0,"Unconsolidated"
"800",8,0,0,0,0,88,0,4,"Unconsolidated"
"801",24,0,0,0,0,72,0,4,"Unconsolidated"
"802",28,0,0,0,0,72,0,0,"Unconsolidated"
"803",24,0,0,0,0,72,0,4,"Unconsolidated"
"804",20,0,0,0,0,72,4,4,"Unconsolidated"
"805",24,0,0,0,0,68,0,0,"Unconsolidated"
"806",36,0,0,0,0,52,12,0,"Unconsolidated"
"807",24,0,0,0,0,64,4,8,"Unconsolidated"
"808",32,0,0,0,0,68,0,0,"Unconsolidated"
"809",40,4,0,0,0,56,0,0,"Unconsolidated"
"810",32,0,0,0,0,68,0,0,"Unconsolidated"
"811",20,8,0,0,0,60,0,12,"Unconsolidated"
"812",44,24,0,0,0,28,0,4,"total.seagrass"
"813",20,12,0,0,0,56,12,0,"Unconsolidated"
"814",16,24,0,0,0,28,28,4,"Unconsolidated"
"815",28,28,0,0,0,40,0,4,"Unconsolidated"
"816",24,16,0,0,0,28,12,20,"Unconsolidated"
"817",4.17,33.33,0,4.17,0,37.5,12.5,12.5,"Unconsolidated"
"818",20,24,0,0,0,56,0,0,"Unconsolidated"
"819",0,68,0,0,0,32,0,0,"Turf.algae"
"820",24,28,0,0,0,40,8,0,"Unconsolidated"
"821",12,20,12,0,0,32,4,20,"Unconsolidated"
"822",44,8,4,0,0,40,0,4,"total.seagrass"
"823",44,4,0,0,0,52,0,0,"Unconsolidated"
"824",72,0,0,0,4,20,0,4,"total.seagrass"
"825",0,12,0,0,20,52,16,0,"Unconsolidated"
"826",16,24,0,0,0,48,0,12,"Unconsolidated"
"827",0,52,0,0,0,44,0,4,"Turf.algae"
"828",20,56,0,0,0,0,16,8,"Turf.algae"
"829",8,36,8,0,0,40,8,0,"Unconsolidated"
"830",28,36,0,0,0,28,8,0,"Turf.algae"
"831",16,20,0,0,0,56,0,8,"Unconsolidated"
"832",40,16,0,0,0,44,0,0,"Unconsolidated"
"833",48,0,0,0,0,28,20,4,"total.seagrass"
"834",36,0,0,0,0,56,0,8,"Unconsolidated"
"835",28,8,0,0,0,56,0,8,"Unconsolidated"
"836",24,32,0,0,0,32,0,4,"Turf.algae"
"837",60,12,0,0,0,28,0,0,"total.seagrass"
"838",48,4,0,0,0,40,0,8,"total.seagrass"
"839",68,0,0,0,0,32,0,0,"total.seagrass"
"840",68,4,0,0,0,24,0,4,"total.seagrass"
"841",52,0,0,0,0,20,4,24,"total.seagrass"
"842",28,32,0,0,0,24,12,4,"Turf.algae"
"843",0,76,0,0,0,16,4,4,"Turf.algae"
"844",4,24,0,0,0,28,36,8,"Consolidated"
"845",16.67,12.5,0,0,0,41.67,4.17,25,"Unconsolidated"
"846",0,60,0,0,0,40,0,0,"Turf.algae"
"847",0,68,0,0,0,20,12,0,"Turf.algae"
"848",8,68,0,0,0,24,0,0,"Turf.algae"
"849",0,76,0,0,0,24,0,0,"Turf.algae"
"850",0,88,0,0,0,12,0,0,"Turf.algae"
"851",0,92,0,0,0,0,0,8,"Turf.algae"
"852",0,96,0,0,0,4,0,0,"Turf.algae"
"853",0,92,0,0,0,8,0,0,"Turf.algae"
"854",0,96,4,0,0,0,0,0,"Turf.algae"
"855",0,84,0,0,0,16,0,0,"Turf.algae"
"856",0,100,0,0,0,0,0,0,"Turf.algae"
"857",0,88,0,0,0,12,0,0,"Turf.algae"
"858",0,100,0,0,0,0,0,0,"Turf.algae"
"859",0,56,0,0,0,44,0,0,"Turf.algae"
"860",0,44,0,0,0,56,0,0,"Unconsolidated"
"861",16,32,0,0,0,52,0,0,"Unconsolidated"
"862",28,0,0,0,0,72,0,0,"Unconsolidated"
"863",24,8,0,0,0,64,0,4,"Unconsolidated"
"864",32,8,0,0,0,48,0,12,"Unconsolidated"
"865",20,8,0,0,0,56,8,8,"Unconsolidated"
"866",0,0,0,0,0,100,0,0,"Unconsolidated"
"867",4,0,0,0,0,96,0,0,"Unconsolidated"
"868",0,0,0,0,0,100,0,0,"Unconsolidated"
"869",0,0,0,0,0,100,0,0,"Unconsolidated"
"870",0,0,0,0,0,100,0,0,"Unconsolidated"
"871",4,0,0,0,0,96,0,0,"Unconsolidated"
"872",0,0,0,0,0,100,0,0,"Unconsolidated"
"873",0,0,0,0,0,88,0,12,"Unconsolidated"
"874",0,0,0,0,0,100,0,0,"Unconsolidated"
"875",4,0,0,0,0,96,0,0,"Unconsolidated"
"876",0,0,0,0,0,96,0,4,"Unconsolidated"
"877",0,0,0,0,0,100,0,0,"Unconsolidated"
"878",0,0,0,0,0,100,0,0,"Unconsolidated"
"879",0,0,0,0,0,100,0,0,"Unconsolidated"
"880",0,0,0,0,0,100,0,0,"Unconsolidated"
"881",0,0,0,0,0,100,0,0,"Unconsolidated"
"882",0,0,0,0,0,100,0,0,"Unconsolidated"
"883",0,0,0,0,0,100,0,0,"Unconsolidated"
"884",0,0,0,0,0,100,0,0,"Unconsolidated"
"885",4,0,0,0,0,96,0,0,"Unconsolidated"
"886",4,0,0,0,0,88,0,4,"Unconsolidated"
"887",16,0,0,0,0,80,0,4,"Unconsolidated"
"888",56,0,0,0,0,44,0,0,"total.seagrass"
"889",40,0,0,0,0,56,0,4,"Unconsolidated"
"890",44,0,0,0,0,56,0,0,"Unconsolidated"
"891",8,8,0,0,0,72,4,8,"Unconsolidated"
"892",0,4,0,0,0,84,0,12,"Unconsolidated"
"893",0,0,0,0,0,100,0,0,"Unconsolidated"
"894",0,0,0,0,0,100,0,0,"Unconsolidated"
"895",0,0,0,0,0,100,0,0,"Unconsolidated"
"896",0,0,0,0,0,100,0,0,"Unconsolidated"
"897",0,0,0,0,0,100,0,0,"Unconsolidated"
"898",0,0,0,0,0,100,0,0,"Unconsolidated"
"899",0,0,0,0,0,96,0,4,"Unconsolidated"
"900",0,0,0,0,0,100,0,0,"Unconsolidated"
"901",0,0,0,0,0,100,0,0,"Unconsolidated"
"902",0,0,0,0,0,100,0,0,"Unconsolidated"
"903",0,4,0,0,0,92,0,4,"Unconsolidated"
"904",0,0,0,0,0,100,0,0,"Unconsolidated"
"905",0,0,0,0,0,100,0,0,"Unconsolidated"
"906",0,0,0,0,0,100,0,0,"Unconsolidated"
"907",0,0,0,0,0,100,0,0,"Unconsolidated"
"908",0,0,0,0,0,100,0,0,"Unconsolidated"
"909",0,0,0,0,0,100,0,0,"Unconsolidated"
"910",0,0,0,0,0,100,0,0,"Unconsolidated"
"911",0,0,0,0,0,100,0,0,"Unconsolidated"
"912",0,0,0,0,0,100,0,0,"Unconsolidated"
"913",0,0,0,0,0,100,0,0,"Unconsolidated"
"914",0,0,0,0,0,100,0,0,"Unconsolidated"
"915",4,0,0,0,0,96,0,0,"Unconsolidated"
"916",0,8,0,0,0,92,0,0,"Unconsolidated"
"917",0,0,0,0,0,100,0,0,"Unconsolidated"
"918",12,0,0,0,0,88,0,0,"Unconsolidated"
"919",0,0,0,0,0,96,0,4,"Unconsolidated"
"920",12,0,0,0,0,88,0,0,"Unconsolidated"
"921",0,0,0,0,0,80,0,20,"Unconsolidated"
"922",0,0,0,0,0,100,0,0,"Unconsolidated"
"923",0,0,0,0,0,100,0,0,"Unconsolidated"
"924",0,0,0,0,0,100,0,0,"Unconsolidated"
"925",0,0,0,0,0,100,0,0,"Unconsolidated"
"926",0,0,0,0,0,100,0,0,"Unconsolidated"
"927",0,0,0,0,0,100,0,0,"Unconsolidated"
"928",0,0,0,0,0,100,0,0,"Unconsolidated"
"929",8,0,0,0,0,92,0,0,"Unconsolidated"
"930",32,0,0,0,0,56,0,12,"Unconsolidated"
"931",8,0,0,0,0,92,0,0,"Unconsolidated"
"932",24,4,0,0,0,72,0,0,"Unconsolidated"
"933",24,0,0,0,0,76,0,0,"Unconsolidated"
"934",48,0,0,0,0,52,0,0,"Unconsolidated"
"935",32,0,0,0,0,68,0,0,"Unconsolidated"
"936",68,0,0,0,0,28,0,4,"total.seagrass"
"937",56,0,0,0,0,44,0,0,"total.seagrass"
"938",40,0,0,0,0,48,0,12,"Unconsolidated"
"939",12,12,0,0,0,44,16,16,"Unconsolidated"
"940",0,40,8,0,0,4,48,0,"Consolidated"
"941",4,84,0,0,0,8,4,0,"Turf.algae"
"942",0,60,12,0,0,4,16,8,"Turf.algae"
"943",0,78.26,0,0,0,8.7,13.04,0,"Turf.algae"
"944",0,80,0,0,0,16,4,0,"Turf.algae"
"945",0,62.5,0,0,0,16.67,20.83,0,"Turf.algae"
"946",12,12,0,0,0,60,12,4,"Unconsolidated"
"947",24,16,0,0,0,52,4,4,"Unconsolidated"
"948",20,0,0,0,0,56,12,12,"Unconsolidated"
"949",0,0,0,0,0,100,0,0,"Unconsolidated"
"950",0,0,0,0,0,92,0,8,"Unconsolidated"
"951",0,0,0,0,0,100,0,0,"Unconsolidated"
"952",0,0,0,0,0,96,0,4,"Unconsolidated"
"953",0,0,0,0,0,100,0,0,"Unconsolidated"
"954",0,0,0,0,0,100,0,0,"Unconsolidated"
"955",0,0,0,0,0,100,0,0,"Unconsolidated"
"956",0,0,0,0,0,100,0,0,"Unconsolidated"
"957",4,0,0,0,0,96,0,0,"Unconsolidated"
"958",0,0,0,0,0,100,0,0,"Unconsolidated"
"959",0,0,0,0,0,100,0,0,"Unconsolidated"
"960",0,0,0,0,0,100,0,0,"Unconsolidated"
"961",0,0,0,0,0,100,0,0,"Unconsolidated"
"962",0,0,0,0,0,100,0,0,"Unconsolidated"
"963",0,0,0,0,0,100,0,0,"Unconsolidated"
"964",0,0,0,0,0,96,0,4,"Unconsolidated"
"965",0,0,0,0,0,100,0,0,"Unconsolidated"
